datetime,info,latitude,longitude
2005,IED CF ANA FOB Orgun-E 1 CF KIA 1 CF WIA 1 ANA WIA,"32,94974899","69,22841644"
2005,IED  FOB Gardez,"33,52645111","69,32953644"
2005,IED  Jalalabad Airfield,"34,27793121","70,46929169"
2005,IED CF Ghazni 1 CF KIA 1 CF WIA,"33,413311","68,38114166"
2005,IED  Kandahar,"31,62714005","65,55361938"
2005,IED  Kabul,"33,99642944","69,021698"
2005,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (Components) TF DEVIL : 0 INJ/DAM,"32,19725037","68,35978699"
2005,IED  FOB Orgun-E,"32,63058853","68,11646271"
2005,DRUID Explosive Hazard Report Migrated,"32,19725418","68,35978699"
2005,IED ANP FOB Orgun-E 1 ANP KIA 3ANP WIA,"33,05849075","69,05114746"
2005,DRUID Explosive Hazard Report Migrated,"34,34500122","62,19971848"
2005,DRUID Explosive Hazard Report Migrated,"35,14802933","71,39221954"
2005,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (Pipe Bomb) CJSOTF-A : 0 INJ/DAM,"35,14802933","71,39221954"
2005,IED FOUND/CLEARED  Nishagam Village,"35,14802933","71,39221954"
2005,IED CIV Kandahar 1 CIV KIA 6 CIV WIA,"31,62088966","65,70825958"
2005,IED CF Chamkani 2 CF WIA,"33,77920914","69,81005096"
2005,IED  Qalat,"32,01224136","67,02332306"
2005,IED  Kandahar,"31,52998924","65,58860779"
2005,IED CIV Kandahar 1 CIV KIA 20 CIV WIA,"31,61417007","65,72702789"
2005,IED CF FOB Tiger II 2 CF KIA 2 CF WIA,"31,96270943","65,9686203"
2005,IED CF FOB Carlson 1 CF WIA,"32,12805939","69,15181732"
2005,IED CF FOB Tiger II 1 CF WIA,"32,08811951","66,01335907"
2005,IED CF Deh Chopan 4 CF KIA 3 CF WIA,"32,58108902","66,79150391"
2005,IED FOUND/CLEARED  Kabul,"34,59471893","68,95185852"
2005,DRUID Explosive Hazard Report Migrated,"34,59472275","68,95185089"
2005,DRUID Explosive Hazard Report Migrated,"34,49137497","65,12490845"
2005,IED  FOB Cobra,"33,21735001","65,20687103"
2005,IED  Khowst City,"33,31832886","69,70477295"
2005,IED  Ghazni,"32,7327919","67,84011078"
2005,IED  FOB Salerno,"33,34840012","69,93177032"
2005,IED  Kabul,"34,44889069","68,77884674"
2005,IED,"34,24586105","70,31510925"
2005,IED CF Jalalabad Airfield 1 CF KIA 4 CF WIA,"32,9406395","68,54000092"
2005,IED  Lwara,"32,97278976","69,47193146"
2005,IED ANP ANA FOB Cobra 3 ANA WIA 2ANP WIA,"32,96915817","65,49388885"
2005,IED  Camp Echo,"32,73379135","67,84010315"
2005,IED ANP Shinkay 1 ANP KIA,"31,79602051","68,40183258"
2005,IED ANA Camp Sweeney 2 ANA WIA,"31,98115921","67,36167145"
2005,IED  KAF,"31,56012917","65,84252167"
2005,IED  Khowst City,"33,37834167","69,77620697"
2005,IED  FOB Gereshk,"31,8196106","64,55950928"
2005,IED CIV Jalalabad Airfield 1 CIV KIA 2 CIV WIA,"34,23537064","70,19550323"
2005,IED  Qalat,"32,085289","66,96630859"
2005,IED CF Kabul 5 CF WIA,"34,17694092","68,51526642"
2005,IED ANP Spin Buldak 2ANP WIA,"31,0084095","66,56732941"
2005,IED  Sharona,"32,9822998","68,58901215"
2005,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) CJSOTF-A : 2 CF WIA 4 UE KIA 8 UE DET ,"32,16440964","65,63411713"
2005,IED  Gardez,"32,69591141","69,22434998"
2005,DRUID Explosive Hazard Report Migrated,"32,63386917","65,47303009"
2005,IED CIV Sharona 3 CIV WIA,"32,82836151","68,43695068"
2005,IED  Gardez,"33,49053955","69,14694214"
2005,IED CF ANP Camp Echo 2 CF WIA 1 ANP KIA,"32,43981171","66,97606659"
2005,IED  Sharona,"32,93466949","68,6491394"
2005,IED  Bagram,"34,88837814","69,63583374"
2005,IED  Kabul,"34,47999954","69,21453857"
2005,IED  FOB Carlson,"32,45629883","68,35202789"
2005,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) TF DEVIL : 0 INJ/DAM,"33,31642914","69,86374664"
2005,IED  Lashkar Gah,"31,40675926","64,32380676"
2005,IED  Camp Blessing,"34,94311142","70,97054291"
2005,IED ANP Camp Naray 3ANP WIA,"35,18822861","71,50845337"
2005,MEDEVAC CIV Camp Echo 2 CIV WIA,"32,55070114","67,47908783"
2005,IED CIV FOB Carlson 2 CIV KIA,"31,8574295","68,81993866"
2005,IED FOUND/CLEARED  Camp Blessing,"34,95206833","70,97019196"
2005,IED  FOB Gereshk,"31,87509918","65,09213257"
2005,IED  Camp Echo,"32,67098999","67,69203949"
2005,IED CF Spin Buldak 1 CF KIA 1 CF WIA,"31,12291908","66,4150238"
2005,IED ANA Nangalam 1 ANA KIA 7 ANA WIA,"35,47906876","71,29815674"
2005,IED  Khowst City,"33,25522995","69,84382629"
2005,IED ANA Deh Chopan 2 ANA WIA,"32,38431931","66,31806946"
2005,IED  Jalalabad Airfield,"34,83320999","70,36811829"
2005,IED  Jalalabad Airfield,"34,29058075","70,07569122"
2005,IED  Sharona,"33,06370163","68,41616821"
2005,IED CF FOB Gecko 2 CF WIA,"31,61273003","65,51190948"
2005,IED  FOB Salerno,"33,47291946","69,79641724"
2005,IED  FOB Salerno,"33,27069092","69,91410065"
2005,IED  Shinkay,"31,98155022","67,48008728"
2005,MINE STRIKE CIV Jalalabad Airfield 1 CIV WIA,"34,43212891","70,46808624"
2005,IED ANA Kabul 6 ANA KIA 25 ANA WIA,"34,56093979","69,31394196"
2005,MINE STRIKE  Jalalabad Airfield,"34,21974945","70,80753326"
2005,IED CF Camp Blessing 4 CF WIA,"34,94675064","71,04068756"
2005,IED CF FOB Tiger II 1 CF WIA,"32,13547134","65,83368683"
2005,IED  Gardez,"33,93581009","69,70062256"
2005,IED,"33,91846848","69,70458984"
2005,DIRECT FIRE  Qalat,"31,98999977","67,01860809"
2005,MINE STRIKE CF FOB Gereshk 1 CF KIA,"32,00170898","64,81800842"
2005,IED CF Asadabad 1 CF WIA,"34,94649887","71,04052734"
2005,IED CF Kandahar 2 CF WIA,"31,61586952","65,73235321"
2005,ENG - OTHER CF ANP Shinkay 2 CF WIA 1ANP WIA,"31,98514938","67,40593719"
2005,IED CF Qalat 1 CF WIA,"32,99827957","69,08242035"
2005,IED  Shkin,"32,5073204","69,25550842"
2005,IED  Gardez,"33,54846954","69,19454193"
2005,ENG - OTHER  FOB Tiger II,"32,2281189","66,14848328"
2005,ENG - OTHER CIV Tangi 1 CIV KIA 20 CIV WIA,"33,24723053","69,8265686"
2005,IED CIV Khowst City 1 CIV WIA,"33,33324814","69,88304138"
2005,IED CIV Kandahar 2 CIV KIA 2 CIV WIA,"31,59782982","65,49230957"
2005,ENG - OTHER  Deh Rawod,"32,63647079","65,57253265"
2005,IED  Kandahar,"31,59439087","65,79546356"
2005,IED CF Kabul 3 CF WIA,"34,62535095","69,07855225"
2005,IED CIV FOB Salerno 1 CIV KIA,"33,32379913","69,84018707"
2005,IED  Khowst City,"33,31005859","69,73155212"
2005,IED  Kandahar,"31,66647911","65,76862335"
2005,IED ANA FOB Gecko 2 ANA WIA,"31,62236023","65,05483246"
2005,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) TF DEVIL : 0 INJ/DAM,"34,12078857","69,06109619"
2005,DIRECT FIRE  FOB Orgun-E,"32,98535156","69,19436646"
2005,IED  FOB Orgun-E,"33,00405121","69,08735657"
2005,IED ANP Kandahar 3 ANP KIA 1ANP WIA,"31,6179409","65,73609924"
2005,IED  Khowst City,"33,29253006","69,92579651"
2005,IED CF Spin Buldak 2 CF WIA,"31,01207924","66,36882019"
2005,IED CIV Jalalabad Airfield 1 CIV KIA 5 CIV WIA,"34,41091156","70,55608368"
2005,IED CF Spin Buldak 2 CF WIA,"30,98538971","66,34858704"
2005,IED  Jalalabad Airfield,"34,190979","70,21549225"
2005,IED ANA Lashkar Gah 1 ANA WIA,"31,58555984","64,3585434"
2005,DRUID Explosive Hazard Report Migrated,"34,42873001","70,45790863"
2005,IED  Kandahar,"31,62104988","65,89742279"
2005,IED  Kandahar,"31,61263084","65,06968689"
2005,IED  KAF,"31,55970001","65,43266296"
2005,DRUID Explosive Hazard Report Migrated,"35,10000229","61,66667175"
2005,IED CIV FOB Orgun-E 2 CIV WIA,"33,1713295","68,79406738"
